country_code,year,BN.KLT.DINV.CD,BX.KLT.DINV.WD.GD.ZS,BX.KLT.DINV.CD.WD,BM.KLT.DINV.GD.ZS,BN.TRF.KOGT.CD,BN.FIN.TOTL.CD,BX.KLT.DREM.CD.DT,BN.RES.INCL.CD,BN.CAB.XOKA.GD.ZS,BN.GSR.GNFS.CD,BX.GSR.MRCH.CD,BM.GSR.MRCH.CD,BM.GSR.TOTL.CD,BX.GSR.INSF.ZS,BM.GSR.INSF.ZS,BX.GSR.TRAN.ZS,BM.GSR.TRAN.ZS,BX.GSR.TRVL.ZS,BM.GSR.TRVL.ZS,BX.GRT.EXTA.CD.WD,BX.GRT.TECH.CD.WD,FI.RES.TOTL.DT.ZS,DT.AMT.PNGC.CD,DT.AMT.PCBK.CD,DT.AMT.MLAT.CD,DT.DSB.DPPG.CD,DT.DSF.DPPG.CD,DT.IXA.DPPG.CD,DT.IXA.OFFT.CD,DT.DOD.DECT.CD.CG,DT.CUR.OTHC.ZS,DT.DOD.PRVS.CD,DT.DOD.PUBS.CD,DT.DOD.DSTC.CD,DT.DOD.DECT.GN.ZS,NY.GNP.MKTP.KD.ZG,NY.GNP.PCAP.KD.ZG,NY.GDP.PCAP.KN,NY.GDP.PCAP.PP.CD,SE.PRM.GINT.ZS,SE.PRM.NINT.ZS,SE.PRM.PRS5.ZS,SE.PRM.PRSL.ZS,SE.SEC.PROG.ZS,SE.PRM.REPT.ZS,SE.SEC.REPT.ZS,SE.XPD.MTOT.ZS,SE.XPD.CPRM.ZS,SE.XPD.PRIM.ZS,SE.XPD.SECO.ZS,SE.XPD.TERT.ZS,SE.XPD.TOTL.GD.ZS,SE.XPD.PRIM.PC.ZS,SE.SEC.AGES,SE.PRM.TCHR,SE.PRM.AGES,SE.PRM.ENRL.TC.ZS,SE.SEC.ENRL.TC.ZS,SE.SEC.TCHR,SE.ADT.LITR.ZS,SE.SEC.CMPT.LO.ZS,SE.PRM.CMPT.ZS,SE.PRM.DURS,SE.SEC.DURS,SE.PRM.UNER,SE.PRM.ENRL,SE.PRM.ENRR,SE.PRM.PRIV.ZS,SE.SEC.ENRR,SE.TER.ENRR,SE.SEC.ENRL.GC,SE.SEC.ENRL.VO,AG.AGR.TRAC.NO,AG.LND.TRAC.ZS,EA.PRD.AGRI.KD,AG.YLD.CREL.KG,AG.CON.FERT.ZS,AG.PRD.FOOD.XD,AG.PRD.LVSK.XD,EN.URB.LCTY,EN.URB.LCTY.UR.ZS,EN.URB.MCTY.TL.ZS,SP.RUR.TOTL,SP.RUR.TOTL.ZS,SP.URB.TOTL,SP.URB.TOTL.IN.ZS,SP.URB.GROW,EN.ATM.METH.AG.ZS,EN.ATM.NOXE.AG.ZS,EN.ATM.CO2E.PC,EN.ATM.PM25.MC.M3,EN.ATM.PM25.MC.ZS,EG.ELC.ACCS.ZS,EG.ELC.ACCS.RU.ZS,EG.ELC.ACCS.UR.ZS,EG.NSF.ACCS.ZS,EG.NSF.ACCS.RU.ZS,EG.NSF.ACCS.UR.ZS,EG.USE.COMM.CL.ZS,EG.USE.CRNW.ZS,EG.USE.ELEC.KH.PC,EG.ELC.LOSS.ZS,EG.ELC.COAL.ZS,EG.ELC.NUCL.ZS,EG.ELC.RNWX.ZS,EG.FEC.RNEW.ZS,ER.H2O.FWAG.ZS,ER.H2O.FWDM.ZS,ER.H2O.FWIN.ZS,ER.GDP.FWTL.M3.KD,AG.LND.IRIG.AG.ZS,AG.LND.AGRI.ZS,AG.LND.ARBL.ZS,EN.CLC.DRSK.XQ,EN.CLC.MDAT.ZS,AG.LND.FRST.ZS,AG.LND.TOTL.K2,AG.LND.EL5M.ZS,EN.POP.EL5M.ZS,FB.CBK.BRWR.P3,FB.CBK.BRCH.P5,FB.CBK.DPTR.P3,FB.BNK.CAPA.ZS,FB.AST.NPER.ZS,FS.AST.CGOV.GD.ZS,FM.AST.PRVT.ZG.M3,FS.AST.DOMS.GD.ZS,FD.AST.PRVT.GD.ZS,FM.AST.NFRG.CN,CM.MKT.LCAP.GD.ZS,CM.MKT.TRAD.GD.ZS,FP.CPI.TOTL,NY.GDP.DEFL.ZS,FP.CPI.TOTL.ZG,NY.GDP.DEFL.KD.ZG,PX.REX.REER,FR.INR.DPST,FR.INR.LNDP,FR.INR.LEND,FR.INR.RINR,FR.INR.RISK,FD.RES.LIQU.AS.ZS,SH.MLR.TRET.ZS,SH.IMM.IDPT,SH.STA.ACSN,SH.TBS.DTEC.ZS,SH.MED.CMHW.P3,SH.XPD.PCAP.PP.KD,SH.XPD.PRIV.ZS,SH.XPD.PUBL.ZS,SH.XPD.PUBL.GX.ZS,SP.DYN.LE00.IN,SP.DYN.IMRT.IN,SH.DTH.IMRT,SP.DYN.CBRT.IN,IT.MLT.MAIN,GB.XPD.RSDV.GD.ZS,SI.DST.10TH.10,SI.DST.05TH.20,SI.DST.FRST.10,SI.DST.FRST.20,SI.POV.2DAY,IC.FRM.BRIB.ZS,IC.FRM.FEMO.ZS,IC.FRM.FEMM.ZS,IC.BUS.NREG,IC.TAX.METG,IC.TAX.OTHR.CP.ZS,IC.PRP.PROC,IC.TAX.DURS,IC.TAX.TOTL.CP.ZS,MS.MIL.TOTL.P1,MS.MIL.XPND.GD.ZS,GC.BAL.CASH.GD.ZS,GC.DOD.TOTL.GD.ZS,GC.DOD.TOTL.CN,GC.XPN.TOTL.GD.ZS,SL.TLF.0714.SW.TM,SL.TLF.0714.WK.TM,SL.AGR.0714.ZS,SL.MNF.0714.ZS,SL.SRV.0714.ZS,SL.AGR.EMPL.ZS,SL.IND.EMPL.ZS,SL.SRV.EMPL.ZS,SL.GDP.PCAP.EM.KD,SL.TLF.PART.ZS,SL.EMP.SELF.ZS,SL.TLF.ACTI.1524.NE.ZS,SL.TLF.PRIM.ZS,SL.TLF.SECO.ZS,SL.TLF.TERT.ZS,SM.POP.TOTL.ZS,SL.UEM.LTRM.ZS,SL.UEM.PRIM.ZS,SL.UEM.SECO.ZS,SL.UEM.TERT.ZS,SL.UEM.TOTL.NE.ZS,country,life_expectancy,gdp
BEN,2002,,0.44222639507812,13508119.5796617,,,,12670228.785,,,,,,,,,,,,,140270000,67570000,37.2453868696861,0,0,12430000,0,0,1445000,1445000,136891000,15.9613,0,1424548000,75055000,57.0031832780886,4.23678322848606,0.865200820241412,318756.790524393,1400.04975629391,101.946136474609,,68.4756393432617,59.1062316894531,78.073127746582,21.5829696655273,21.1720905303955,,,53.9819183349609,24.3323707580566,21.6857109069824,3.21089005470276,11.1485004425049,12,21766,6,52.963249206543,,,34.6578483581542,17.7840805053711,43.0332908630371,6,7,,1152798,94.3789978027344,7.28107023239136,25.2930603027344,5.26468992233276,262950,24342,,,748.443692496293,945.133,16.3666666666667,92.46,88.97,665552,23.0338486328896,,4525292,61.031,2889452,38.969,4.10999549358408,,,0.280412782963242,,,,,,,,,0.007604354288635,68.3187126358726,,,0,0,0,64.037714645158,45.38,31.54,23.08,33.630487289946,0.511144130757801,29.8421426037602,22.6144022703086,,,43.9960979070592,112760,,,,,,,,,,,,,,,78.1637501544623,90.0782737465623,2.48916235491544,3.55310687839649,,3.5,,,,,,,75,12.9,48,,55.80277402,2.38576144457956,1.88867040542044,9.67272133,55.8143170731707,85.2,25536,41.896,62669,,,,,,,,,,,,,,,,7100,0.851197745420385,-0.063554386660404,,,10.8025833724753,,,,,,,,,,,,58.0999984741211,,,,,,,,,0.699999988079071,Benin,55.6,418.6985763
BGR,2007,-12903082289,30.9952935186696,13875270456.9117,2.17172398282354,-852590074.2,-15342053649,3742114197.22957,4434305416,-25.5485736309042,-8945175667,19533494152,30040951021,39908630586,1.26351924393488,5.76798837916762,23.5993727895758,23.7122645274854,54.8823088126218,36.1323440807073,,,40.0355509145209,4036144000,17667000,252554000,0,0,0,0,15815175000,0.433799999999991,23552775000,5267868000,14036473000,108.466639158045,2.54831374464418,4.63699816844392,9658.0746945995,13320.5627000423,108.706199645996,,,93.6910781860352,97.3127517700195,2.14923000335693,1.91607999801636,58.8699493408203,84.505271911621,19.8731307983398,44.5282096862792,16.4318695068359,3.7474000453949,20.9997806549072,11,16790,7,15.9371099472046,11.5546102523804,54813,,62.2124214172363,97.5260925292969,4,8,11536,267584,100.419189453125,0.546370029449463,91.7081604003906,49.5349807739258,442622,190721,46259,149.899546338302,10390.4136754093,2088.826,102.009400324149,76.98,94.26,1183201,22.0000832997717,15.6812193171466,2167172,28.722,5378166,71.278,-1.52971342752883,,,6.9166873637735,,,,,,,,,20.4820399471963,3.710334807461,4523.32287831241,10.9276381675478,52.3161841768172,34.1034538975709,0.109462701166826,8.84778521927396,16.37,16.55,67.09,5.52798744555662,1.42689601250977,47.1043182027438,28.404382653531,,,33.9324187459718,108610,,,,88.2565571516776,,7.7,2.1,-7.0372418371526,44.7918992932311,52.3926182979512,57.9108254928507,19288526115.5194,48.4023344732854,,84.5612004855287,87.7826472246308,8.40248675339568,11.0660998154352,91.2875,3.68195,6.31581666666667,9.99776666666667,-0.961889496924622,6.20874166666667,14.6960989987364,,95,85.9,78,,850.12245993,2.84818707606549,3.96536655393451,10.11713037,72.6634146341463,12.3,891,10,2300355,0.43787,22.16,36.73,3.26,8.5,1.76,6.7,39.2,,49328,2.1,,8,586,35.8,75000,2.3057599305602,3.13329013511644,,,28.2644398059329,,,,,,7.19999980926514,35.7999992370605,57,16006,1.60000002384186,12.3999996185303,28.8999996185303,15.8000001907349,59.2999992370605,24.2999992370605,,58.9000015258789,38.4000015258789,49.7000007629395,8.60000038146973,6.90000009536743,Bulgaria,72.6,5932.899677
BLR,2011,-3876900000,6.70030502992855,4002400000,0.210096012706385,4100000,-4014000000,1185700000,1550469111,-8.45824784222317,-1208900000,40927600000,44394400000,49812400000,0.55263392459221,5.49886621315193,62.3745431856672,44.5071010860485,8.67635261609769,17.5498269483232,96330000,34580000,23.1779967780719,1029000000,1112524000,3942000,0,0,4400000,0,5528774000,10.0199,5876464000,10553404000,13445500000,57.4503886853988,6.60299446397843,6.7943014317698,2076499.56703262,16603.3895298874,98.1517028808594,,,99.0633392333984,98.4931335449219,0.062460001558065,0.011830000206828,65.4194488525391,,,,17.295919418335,4.84382009506226,,10,23644,6,14.9636697769165,,,,96.1798629760742,106.853492736816,4,7,31405,353801,101.203399658203,0.060490000993013,106.302757263184,85.6971206665039,608469,114039,,,8150.76767076044,3247.999,303.888587448001,118.81,127.08,1861389,26.1831582808983,19.6494141243534,2363892,24.954,7109108,75.046,0.396672221304323,,,6.68251039797319,13.7062630174918,97.6665807673178,,,,,,,0.012601963275466,5.36621107627377,3628.52317111791,10.5962732919255,0,0,0.298136645962733,7.37848466775092,,,,,0.338028169014085,43.7386033216697,27.2485338327337,,,42.1561283327584,202910,,,,2.0975206080869,,13.9764980880599,4.15959581162895,-22.8857844504787,83.9802784038268,31.7935547017627,38.5333776644522,34793156100000,,,,1510.66304764252,,71.1795287748128,,13.3083333333333,0.266666666666699,13.575,-33.6515290041438,,31.8144861103922,,98,94.4,74,,819.45017714,1.4511013929552,3.4725576470448,12.99160749,70.5536585365854,4.3,492,11.5,4207978,0.7006,21.47,35.87,3.88,9.37,0.01,,,,6063,,,2,654,62.3,158000,1.2660617412909,1.72645702938204,40.7548518783124,121106180480000,26.3132000281332,,,,,,10.3999996185303,34.0999984741211,55.5,29989,,,,,,,,5.80000019073486,,,,0.699999988079071,Belarus,72,6519.71753
BRA,2008,-24601090274,2.99285089097481,50716402711.4787,1.54110370451144,-13412000,-25327461837,28772552056.5726,2969305577,-1.66365354514831,8145874251,197942000000,173107000000,273319582766,6.78370916013563,5.96149773490872,17.8164025256113,22.0796673740596,18.9981312571745,23.2546964146615,211030000,243920000,73.6943088319838,21582205000,1863495000,1764554000,0,0,96000,30000,24511215000,0.308599999999998,147092062000,78667063000,36644096000,16.288152171594,4.27946430982551,3.21660396854708,8231.24878471854,13152.4902578765,,,,,,11.8231000900269,20.3737392425537,67.8249664306641,93.2212295532227,31.9194107055664,44.5640411376953,15.9100503921509,5.40367984771729,18.5691509246826,11,773624,7,23.0246696472168,17.1954193115234,1375114,90.03662109375,,,4,7,,17812436,,12.0762796401978,,,22516084,1129584,,,4069.88294407817,3830.84,141.838604982206,116.66,111.51,19099587,11.7090850112851,38.0905980363598,31652023,16.251,163117673,83.749,1.38452700464499,74.982091716048,81.6280560714643,1.99042894229295,,,,,,,,,14.3723854591175,31.5530862878129,2198.48369019378,16.6457553658542,2.60782996844949,3.01662610378196,4.46026168999302,47.2633035529622,,,,,,32.7225913899504,8.40498005537117,,,60.0335002763773,8358140,,,105.778409218789,43.0879624794353,473.421840878343,10.4,3.10639256827815,31.3661788457193,19.4163469362783,85.9716189884548,45.8157446945281,343073611661.333,34.9327737975176,33.7602761165298,90.7680553930442,193.833222229297,5.66309851932564,8.86586782193544,88.8331472191203,11.6553322573294,35.5946677426706,47.25,35.2581878471284,33.5660857142857,23.5135353763854,,99,79.4,82,,1082.8371948,4.74133666212729,3.70130109787271,5.98616735,72.6954146341463,16.2,48626,16.328,41235247,1.12986,42.93,58.85,0.99,3.14,14.21,,,,56704,,,,,,721000,1.44297882884477,-1.17939582700049,,,26.1550957930917,,,54.7,7.6,34.6,17.3999996185303,22.6000003814697,59.7000007629395,13213,18,29.7000007629395,63.2000007629395,,,,,18.8999996185303,,,,7.09999990463257,Brazil,73.4,8787.61375
CYP,2007,-1032465697,9.67891223863604,2295454939.77526,5.32546373684652,43796490.84,-2592676914,,-249828665.2,-7.72006211078948,-1434895974,1986346133,7947375379,16267011067,10.2753503880818,6.52838524093537,25.5957530283192,32.1334590730548,32.3634990864765,39.2020607137102,,,,,,,,,,,,,,,,,3.85216151885103,1.66444643963413,20995.5483135082,31770.1525994614,107.360473632813,,95.3712921142578,95.2674102783203,99.9130935668945,0.21458999812603,1.30917000770569,77.9398727416992,87.9166870117188,28.1493396759033,43.7899589538574,23.3148708343506,6.92658996582031,26.4530506134033,12,3697,6,15.6302404403687,10.6753902435303,6075,,86.6277084350585,99.9516296386719,6,6,371,57785,102.473838806152,6.29229021072388,97.7791519165039,36.1738090515137,60649,4204,,,11474.2409922234,1458.651,109.83606557377,91.93,95.88,,,,340364,32.018,722676,67.982,1.18679646285415,,,7.70282491721854,,,,,,,,,2.20968236072394,1.07367152680857,4379.89163154726,4.41387805378772,0,0,0.061588996099364,4.35531045686998,68.98,27.31,3.704,92.7296759650761,20.2445652173913,15.9307359307359,11.8831168831169,,,18.70670995671,9240,,,,60.6263325027405,,,,,,,,,72.7410570380134,23.7736123161411,92.9692172513349,107.584776306779,2.37249274348945,4.31145240624006,97.1516429303577,3.43916666666667,3.30166666666666,6.74083333333333,2.3289685562349,3.15083333333333,,,97,100,86,,1778.54857814,3.47448782950293,2.57804001346717,6.23771093,78.868512195122,3.5,43,11.818,409279,0.40431,25.47,40.01,3.7,8.74,,,,,29016,,,,,,10750,1.70246360911897,5.71117072850486,88.6472893157752,15360651592.2457,62.0951770471105,,,,,,3.59999990463257,22.6000003814697,73.6999969482422,35163,7.09999990463257,20.2999992370605,41.7000007629395,22.2000007629395,41,35.5,,18.6000003814697,26.2999992370605,42.2999992370605,30.6000003814697,3.90000009536743,Cyprus,78.9,31386.63265
HRV,2006,-2963844239,6.53875944801267,3299038091.69786,0.506905079387167,14733035.42,-4915481790,,1727243450,-6.36482066239389,-3179136613,10507375207,21080118433,27176530475,0.670238497832348,5.29167483333629,12.0148133023131,17.6104722689542,73.3048692607189,21.0076019002567,154040000,64020000,,,,,,,,,,,,,,,4.5396050301983,4.58669494237405,75626.3009684685,17019.7200040493,93.5087890625,,,99.4534912109375,99.5811233520508,0.302439987659454,0.467709988355637,,,,,,,,11,11415,7,17.0607109069824,9.54028987884521,41491,,97.8606719970703,98.1328125,4,8,1773,194748,97.9533920288085,0.223879992961884,95.814842224121,45.8953285217285,244380,151456,,,18609.462048942,5419.608,380.787741203178,104.93,103.32,689852,27.4470188728791,,1926605,43.392,2513395,56.608,0.312416197682214,,,5.21969369369369,,,,,,,,,5.78719524050109,4.15208456710296,3635.81081081081,15.5127580042256,18.3406468389404,0,0.243783520234032,15.5989553516132,,,,,0.32520325203252,21.9799857040743,15.7433881343817,,,34.0671908506076,55960,,,,30.9038856638097,,10.1,5.185,6.46535795591626,20.5797015260686,68.5894677948309,58.4860344794267,27229120971.6711,57.4897385044894,,88.575,87.6872682064855,3.21421635268979,3.99725392394137,96.3599696664139,1.715,8.21833333333333,9.93333333333333,5.70791937807639,,21.7124698840836,,96,97.2,87,,1219.11497931,0.979769725224048,6.05441101477595,13.69153069,75.8368292682927,5.6,197,9.33,1831050,0.74009,,,,,,,,,10010,,,5,196,20.8,21000,1.68416339322181,-1.51713274935908,,,33.5389245874097,,,,,,11.3999996185303,30.2999992370605,58.0999984741211,23711,8.89999961853027,23,35.9000015258789,18.8999996185303,62.7000007629395,18.1000003814697,,60.0999984741211,20.7000007629395,69.099998474121,9.69999980926514,11.1000003814697,Croatia,75.9,11363.41845
IDN,2012,-13716225988,2.30978031844954,21200778607.8727,0.815426294186023,50565367.87,-24642950724,18165761998.2443,214818134.4,-2.66029535879254,-1884604500,187347000000,178667000000,242168454169,1.05421185279401,5.23345575519856,16.1547669005509,36.5263696238297,35.1797871961206,19.7826834558959,737080000,696410000,44.6625336655314,21537165000,789084000,1697988000,230000000,231364000,0,0,32936240000,16.1609,77864373000,127393803416.8,44253420000,28.3374602018376,6.15120726236611,4.76905599522328,31152839.4014924,9449.35147985152,101.655937194824,31.7436599731445,,,,2.90329003334045,0.349860012531281,59.8281211853027,87.3587036132813,41.7611083984375,26.0377902984619,17.1778297424316,3.56740999221802,11.9468402862549,13,1655764,7,18.5922508239746,16.6171092987061,1290585,,84.8137817382813,104.544151306152,6,6,1335753,30784378,108.526252746582,17.3307495117188,82.538932800293,31.5122604370117,17426640,4019157,,,990.516485036752,5082.029,205.444212765957,136.29,134.17,9899215,7.75133969823599,10.0032784108964,120328123,48.512,127709730,51.488,2.82923020923571,,,,,,96,92.9,99.1,59.2501044273376,28.8710474967957,87.9195877938382,8.09628913380348,25.3242435135016,729.880531581605,9.11049286607621,48.6612726205365,0,4.89803210903801,37.0628533793735,,,,,,31.1884166772468,12.9721733082354,,,51.3715727242116,1811570,,,341.56869459955,9.59050848722603,,12.2371428767523,1.77338188532309,5.46318100856172,16.3335092238551,40.7680328726524,29.8880264313911,968207949697472,46.6539488618963,10.0155118564663,109.864015871704,111.500084236182,4.27951195909458,3.75387875323612,,5.94666666666667,5.84833333333333,11.795,7.75018856489072,,27.7713614054463,0.8,83,58.8,33,,273.34789652,1.83227982540163,1.20160781459837,6.63034169,68.5195609756098,25.3,127626,20.595,37982855,,,,,,41.67,,,,47549,,,,,,676500,0.846547139586787,,,,,,,,,,35.2999992370605,21.5,43.0999984741211,11522,,53.5,,,,,,,,,,6.09999990463257,Indonesia,68.5,3687.953996
IND,2014,-24670221289,1.6534596106246,33871408468.3755,0.475492027070867,-194948867.2,-32616799672,17766652018.158,,-1.52738987431835,-67167600308,329633000000,405122000000,594294475130,5.07651771728902,8.13904883628151,11.92424516001,52.2397299922915,12.6114068709229,9.86939749878286,,,70.1769606974727,64191078000,6808364633.9,2813472868.6,0,0,0,0,33488039211.9,0.371700000000004,217411179948.9,154481203401.5,85574341000,22.6899365753662,7.28037774194978,5.97237607620156,82174.4158059835,5700.72347332058,,,,,,,,,,,,,,,11,,6,,,,,,,5,7,,,,,,,,,,,715.892766100245,,,,,24953311,5.95211919100247,14.1572827361539,876057482,67.634,419234061,32.366,2.38274066753601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2973190,,,,13.0352937948792,,7.08794735776577,4.34584976316209,,,,,,76.0696326245041,35.6698877018986,140.359354053273,117.824395407037,6.35319454414925,3.03592252416092,,,,10.25,7.00151684879364,,,,83,39.5,74,,,,,,,39.3,985575,,27000105,,,,,,,22.7,10.7,8.9,98029,1.1,,7,243,60.6,,2.43222181549405,,,,,,,,,,,,,9907,,,,,,,,,,,,4.90000009536743,India,68,1573.11889
JPN,2002,,0.228275648506575,9087241612.04512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.239856136078728,0.00704200122621,3530549.02664287,27241.1030286307,105.165946960449,,99.9611434936523,99.9464874267578,,0,,70.4819869995117,89.1192321777344,35.5792007446289,39.820140838623,14.8840398788452,3.58505988121033,22.1384296417236,12,365540,6,20.0412197113037,13.5496301651001,619504,,,99.4436569213867,6,6,1802,7325866,101.102470397949,0.919200003147125,102.675598144531,50.707649230957,7302374,1091676,,,28067.4423727438,6085.693,333.544467073999,102.52,100.77,34904446,33.5442214469251,59.7904115500804,23389981,18.353,104055019,81.647,2.28287211011819,,,9.54706161873749,,,,,,,,,17.2298028543699,1.10458856187254,7915.66558123112,4.72908883438179,25.1055055448204,28.1310623385958,1.73870849964299,3.67968210614586,63.13,19.32,17.55,48.1555399761035,35.3348729792148,13.0672153635117,12.1234567901235,,,68.3116598079561,364500,,,,,,3.3,7.2,65.187816801733,-4.32097184332384,303.042036099856,103.749456572913,37963800000000,51.9817364541027,42.163418732093,100.531313937304,110.933679201409,-1.31088291495058,-1.55027299827775,101.813318222348,0.035583333333333,1.82933333333334,1.86491666666667,3.46896814135876,1.85991666666667,2.74454290022872,,96,100,84,,2139.77149995,1.4721698989207,6.3852940110793,16.71088577,81.5634146341463,3,3445,9.3,60772460,3.11562,,,,,,,,,,,,,,,252100,0.982531203032373,,,,,,,,,,4.69999980926514,29.7000007629395,64.8000030517578,40481,17.2999992370605,15.3999996185303,45.4000015258789,63.5,,36.5999984741211,,30.7999992370605,71.099998474121,,29.2000007629395,5.19999980926514,Japan,81.8,32289.3554
JPN,2014,110583000000,0.197107932918255,9069845068.92656,2.60032617075996,-1894130651,50971454681,,,0.522023779773657,-128424000000,699454000000,798654000000,1053941700826,5.3878838319608,5.41683425287954,24.2476415719796,23.8510867554146,11.5355704441351,10.0417739517953,,,,,,,,,,,,,,,,,,,3901354.08650331,36426.3022068977,,,,,,,,,,,,,,,12,,6,,,,,,,6,6,,,,,,,,,,,,,,,,37832892,31.9914805496181,65.2502119847277,8872528,6.979,118259272,93.021,0.408843226044034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364560,,,,33.8919431385825,,5.50005216916831,1.92762495332285,145.563244005976,0.801257400441089,373.789536147444,110.099634708292,113954200000000,95.1435679485745,105.301245020819,102.791666666667,109.644311016005,2.74885464389835,1.64180619667304,75.1310405746621,0.41525,0.80391666666667,1.21916666666667,-10.7290721456046,1.22516666666667,17.3469075673206,,98,100,84,,,,,,,2.1,2218,,63610245,,,,,,,,,,11886,,,6,330,51.3,,0.995290634394856,,,,,,,,,,,,,44303,22,,43,,,,,37.5999984741211,,,,3.5,Japan,83.5,3896.21151
LVA,2003,,2.58631193555135,303500000,,,,,,,,,,,,,,,,,99010000,15320000,,,,,,,,,,,,,,,8.01203505149961,9.06092429747439,6680.62571160709,11341.4178539836,90.8902587890625,,,98.2467193603516,99.7128601074219,1.89920997619629,1.05086004734039,69.0091400146484,90.0505905151367,17.1663703918457,54.6149291992188,13.8741903305054,5.32163000106812,20.2219200134277,11,7544,7,13.7008199691772,11.1467695236206,24767,,,101.385292053223,4,8,,103359,96.8216094970703,0.938480019569396,97.8680267333984,72.4014511108398,236949,39123,55294,577.784743991641,4539.43436594433,2193.366,49.4942528735632,91.77,94.1,731202,47.1368259958369,,736722,32.2,1551233,67.8,-1.04012724739849,,,3.09809895736586,,,,,,,,,4.60217431020807,26.0219743624729,2493.93016908112,22.6918238993711,0,0,1.81132075471698,34.3376517943378,,,,,,25.4357193388642,15.3868415975304,,,52.6496880828349,62196,,,,,,8.4,1.4,,,,,,9.72120944553185,1.23657240516592,63.6483886483887,62.4247962263062,2.95662322505362,4.89562205733432,83.0675,3.02166666666667,2.35916666666666,5.38083333333333,0.462565802540173,2.14083333333333,,,98,82.6,78,,658.88184204,2.90300127411105,3.24952285588895,9.30922828,71.2658536585366,12.2,272,9.2,653853,0.32827,28.47,44.06,2.64,6.93,2.74,,,,,,,,,,8100,1.61188696417335,-0.845769037768461,,,18.1908465781254,,,,,,13.8000001907349,26.8999996185303,58.5,22455,10,13.5,38.7999992370605,16.3999996185303,64.5,19,,42.5,28.2000007629395,60.7999992370605,10.8000001907349,12.1000003814697,Latvia,78,5134.95694
MLI,2015,,,,,,,,,,,,,,,,,,,,,,,,679000,71493000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7,,,,,,,,74.5,53880,,,,,,,,,,,,,,3.9,5,270,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mali,58.2,729.725338
MOZ,2005,-107853318.8,1.58488080279529,122413755.58,0.188512774369618,193241051.7,-271419503.5,284000710.43,-196618108.9,-9.84732888136391,-803674430.3,1745256187,2242326659,3349656543.7,0.396348050302055,3.06908949060244,26.209367321288,35.4615986930749,37.9105362020987,27.1395514174189,828710000,183140000,25.1039112212771,0,0,11642000,0,0,525071000,519821000,-129505000,14.4731,0,3365833000,714071000,70.6323918439068,8.3070297583439,5.21306771345496,10596.0091071591,654.677938703113,144.306854248047,46.0068893432617,57.3964309692383,39.0891799926758,60.0594291687012,10.3834295272827,17.0875701904297,,,,,,5.20142984390259,,13,59434,6,66.3396224975585,32.1670989990234,9509,,9.61303043365479,41.168399810791,7,5,960806,3942829,100.520622253418,2.39599990844727,13.1486902236938,1.4152899980545,280590,25287,,,230.290294388877,528.599,1.4274,95.33,107.72,1071801,16.9112681514319,5.07321170637539,14788884,70.001,6337792,29.999,3.50343615331933,43.9572348085385,69.8012322528797,0.086265297957899,6.38823101442382,8.38249918648643,,,,,,,13.4378245101902,82.9967174220483,437.503751181681,12.261949567181,0,0,0,92.5813105158905,,,,,,62.6287545461482,6.35824919250235,,,50.9664538772604,786380,,,6.13252150007262,1.98254261721372,,6.6,3.5,-4.14393612334438,16.7809973369411,7.07149926611239,10.0448402436037,34083977289.1905,,,63.5941957597028,79.5679663044287,7.16776919765618,6.19767017342534,,7.80157572698962,11.6655909396771,19.4671666666667,12.4950919088636,10.3713333333334,21.1821827224865,,80,16.5,30,,44.52334953,2.56168428432001,4.30613506567999,18.2437012,50.6416097560976,90.4,80549,43.084,65992,,,,,,,,,,,,,8,230,37,11000,0.805919091547385,,,,,,,,,,,,,5160,,,,,,,1.92209602684303,78.3000030517578,,,,,Mozambique,58,369.1545359
