country_code,year,BN.KLT.DINV.CD,BX.KLT.DINV.WD.GD.ZS,BX.KLT.DINV.CD.WD,BM.KLT.DINV.GD.ZS,BN.TRF.KOGT.CD,BN.FIN.TOTL.CD,BX.KLT.DREM.CD.DT,BN.RES.INCL.CD,BN.CAB.XOKA.GD.ZS,BN.GSR.GNFS.CD,BX.GSR.MRCH.CD,BM.GSR.MRCH.CD,BM.GSR.TOTL.CD,BX.GSR.INSF.ZS,BM.GSR.INSF.ZS,BX.GSR.TRAN.ZS,BM.GSR.TRAN.ZS,BX.GSR.TRVL.ZS,BM.GSR.TRVL.ZS,BX.GRT.EXTA.CD.WD,BX.GRT.TECH.CD.WD,FI.RES.TOTL.DT.ZS,DT.AMT.PNGC.CD,DT.AMT.PCBK.CD,DT.AMT.MLAT.CD,DT.DSB.DPPG.CD,DT.DSF.DPPG.CD,DT.IXA.DPPG.CD,DT.IXA.OFFT.CD,DT.DOD.DECT.CD.CG,DT.CUR.OTHC.ZS,DT.DOD.PRVS.CD,DT.DOD.PUBS.CD,DT.DOD.DSTC.CD,DT.DOD.DECT.GN.ZS,NY.GNP.MKTP.KD.ZG,NY.GNP.PCAP.KD.ZG,NY.GDP.PCAP.KN,NY.GDP.PCAP.PP.CD,SE.PRM.GINT.ZS,SE.PRM.NINT.ZS,SE.PRM.PRS5.ZS,SE.PRM.PRSL.ZS,SE.SEC.PROG.ZS,SE.PRM.REPT.ZS,SE.SEC.REPT.ZS,SE.XPD.MTOT.ZS,SE.XPD.CPRM.ZS,SE.XPD.PRIM.ZS,SE.XPD.SECO.ZS,SE.XPD.TERT.ZS,SE.XPD.TOTL.GD.ZS,SE.XPD.PRIM.PC.ZS,SE.SEC.AGES,SE.PRM.TCHR,SE.PRM.AGES,SE.PRM.ENRL.TC.ZS,SE.SEC.ENRL.TC.ZS,SE.SEC.TCHR,SE.ADT.LITR.ZS,SE.SEC.CMPT.LO.ZS,SE.PRM.CMPT.ZS,SE.PRM.DURS,SE.SEC.DURS,SE.PRM.UNER,SE.PRM.ENRL,SE.PRM.ENRR,SE.PRM.PRIV.ZS,SE.SEC.ENRR,SE.TER.ENRR,SE.SEC.ENRL.GC,SE.SEC.ENRL.VO,AG.AGR.TRAC.NO,AG.LND.TRAC.ZS,EA.PRD.AGRI.KD,AG.YLD.CREL.KG,AG.CON.FERT.ZS,AG.PRD.FOOD.XD,AG.PRD.LVSK.XD,EN.URB.LCTY,EN.URB.LCTY.UR.ZS,EN.URB.MCTY.TL.ZS,SP.RUR.TOTL,SP.RUR.TOTL.ZS,SP.URB.TOTL,SP.URB.TOTL.IN.ZS,SP.URB.GROW,EN.ATM.METH.AG.ZS,EN.ATM.NOXE.AG.ZS,EN.ATM.CO2E.PC,EN.ATM.PM25.MC.M3,EN.ATM.PM25.MC.ZS,EG.ELC.ACCS.ZS,EG.ELC.ACCS.RU.ZS,EG.ELC.ACCS.UR.ZS,EG.NSF.ACCS.ZS,EG.NSF.ACCS.RU.ZS,EG.NSF.ACCS.UR.ZS,EG.USE.COMM.CL.ZS,EG.USE.CRNW.ZS,EG.USE.ELEC.KH.PC,EG.ELC.LOSS.ZS,EG.ELC.COAL.ZS,EG.ELC.NUCL.ZS,EG.ELC.RNWX.ZS,EG.FEC.RNEW.ZS,ER.H2O.FWAG.ZS,ER.H2O.FWDM.ZS,ER.H2O.FWIN.ZS,ER.GDP.FWTL.M3.KD,AG.LND.IRIG.AG.ZS,AG.LND.AGRI.ZS,AG.LND.ARBL.ZS,EN.CLC.DRSK.XQ,EN.CLC.MDAT.ZS,AG.LND.FRST.ZS,AG.LND.TOTL.K2,AG.LND.EL5M.ZS,EN.POP.EL5M.ZS,FB.CBK.BRWR.P3,FB.CBK.BRCH.P5,FB.CBK.DPTR.P3,FB.BNK.CAPA.ZS,FB.AST.NPER.ZS,FS.AST.CGOV.GD.ZS,FM.AST.PRVT.ZG.M3,FS.AST.DOMS.GD.ZS,FD.AST.PRVT.GD.ZS,FM.AST.NFRG.CN,CM.MKT.LCAP.GD.ZS,CM.MKT.TRAD.GD.ZS,FP.CPI.TOTL,NY.GDP.DEFL.ZS,FP.CPI.TOTL.ZG,NY.GDP.DEFL.KD.ZG,PX.REX.REER,FR.INR.DPST,FR.INR.LNDP,FR.INR.LEND,FR.INR.RINR,FR.INR.RISK,FD.RES.LIQU.AS.ZS,SH.MLR.TRET.ZS,SH.IMM.IDPT,SH.STA.ACSN,SH.TBS.DTEC.ZS,SH.MED.CMHW.P3,SH.XPD.PCAP.PP.KD,SH.XPD.PRIV.ZS,SH.XPD.PUBL.ZS,SH.XPD.PUBL.GX.ZS,SP.DYN.LE00.IN,SH.DTH.IMRT,SP.DYN.CBRT.IN,IT.MLT.MAIN,GB.XPD.RSDV.GD.ZS,SI.DST.10TH.10,SI.DST.FRST.10,SI.POV.2DAY,IC.FRM.BRIB.ZS,IC.FRM.FEMO.ZS,IC.FRM.FEMM.ZS,IC.BUS.NREG,IC.TAX.METG,IC.TAX.OTHR.CP.ZS,IC.PRP.PROC,IC.TAX.DURS,IC.TAX.TOTL.CP.ZS,MS.MIL.TOTL.P1,MS.MIL.XPND.GD.ZS,GC.BAL.CASH.GD.ZS,GC.DOD.TOTL.GD.ZS,GC.DOD.TOTL.CN,GC.XPN.TOTL.GD.ZS,SL.TLF.0714.SW.TM,SL.TLF.0714.WK.TM,SL.AGR.0714.ZS,SL.MNF.0714.ZS,SL.SRV.0714.ZS,SL.AGR.EMPL.ZS,SL.IND.EMPL.ZS,SL.SRV.EMPL.ZS,SL.GDP.PCAP.EM.KD,SL.TLF.PART.ZS,SL.EMP.SELF.ZS,SL.TLF.ACTI.1524.NE.ZS,SL.TLF.PRIM.ZS,SL.TLF.SECO.ZS,SL.TLF.TERT.ZS,SM.POP.TOTL.ZS,SL.UEM.LTRM.ZS,SL.UEM.PRIM.ZS,SL.UEM.SECO.ZS,SL.UEM.TERT.ZS,SL.UEM.TOTL.NE.ZS,country,life_expectancy,gdp
MDG,2002,,0.333430728497735,1.4661798072059698E7,,,,6.5012109188E7,,,,,,,,,,,,,1.4397E8,8.499E7,8.006413232839941,0.0,0.0,1.6638E7,0.0,0.0,1.41653E8,1.28805E8,3.59785E8,8.991600000000009,1.08105E8,4.021962E9,2.31443E8,104.883692376565,-12.956135649477902,-15.5579916613025,25790.825290754503,1036.72337233497,115.741996765137,,55.409610748290994,55.409610748290994,64.7744979858398,30.477720260620103,14.681739807128901,,,42.469898223877,21.1056594848633,,2.71620988845825,8.01871013641357,11.0,50700.0,6.0,47.488048553466705,,,,13.041649818420401,35.69675827026371,5.0,7.0,761518.0,2407644.0,102.185691833496,21.6957302093506,,2.15635991096497,426162.0,,662.0,2.24406779661017,218.600199913669,1967.012,2.0942372881355897,86.18,87.86,1441214.0,31.1298299151044,8.61144540320765,1.2106341E7,72.337,4629688.0,27.663,4.02285111512138,,,0.0738394394512581,,,,,,,,,,,,,,,,83.44809548356571,97.76,1.447,0.7927,0.252666905686062,2.17907597385109,70.232486157444,5.07273790280978,,,22.2667400350793,581540.0,,,,,,6.7,19.6,,,,,,,,47.2513917004049,1391.9992771687303,15.932019245693601,15.2758701043856,,12.0,13.25,25.25,8.652400443026401,,,,62.0,10.5,37.0,,53.659528,2.55126342120646,2.58378845879353,13.16857629,59.6991707317073,41174.0,39.626,59491.0,0.24552,,,,,,,,,,,,,21600.0,1.31316816374491,-4.44879393246421,,,9.44682168375117,,,,,,,,,1519.0,,,,,,,,,,,,,Madagascar,59.3,262.2859481
PRY,2002,,0.15809897342122,1.0E7,,,,3.94E7,,,,,,,,,,,,,1.874E7,4.765E7,18.848789315574,1.092E8,3595000.0,7.9884E7,0.0,0.0,1.8152E7,1.0208E7,5.56207E8,1.2831,8.27534E8,2.069989E9,4.85492E8,59.3951924112525,2.08075872563234,0.19077066467197304,2942661.08631661,4780.15448306549,115.661231994629,71.4670104980469,81.455940246582,76.5236587524414,92.1273193359375,7.578579902648929,1.0743099451065101,84.4883575439453,95.2763671875,46.8777084350586,28.343650817871104,16.4631404876708,3.87703990936279,10.5185499191284,12.0,35709.0,6.0,26.958499908447298,11.861069679260302,43835.0,,71.0256271362305,93.4342498779297,6.0,6.0,36297.0,962661.0,117.12657928466801,15.6326103210449,67.5139923095703,25.7504692077637,474538.0,45392.0,22300.0,69.47040498442371,1903.63331565173,2090.43,47.7158878504673,87.15,93.29,1594216.0,51.1314754018441,28.940414242055397,2390739.0,43.4,3117876.0,56.6,2.99526863566312,,,0.7076226964491071,,,,,,,,,,55.2451734615075,884.79590604898,3.2377831245333097,0.0,0.0,0.0,67.6803443581221,71.43,20.41,8.163,16.0782104877409,,49.285174930782794,8.079536873898821,,,47.8499874150516,397300.0,,,,,,10.9,19.7,3.2519558027096402,1.5387311557808403,28.1234492296206,20.9182032564695,5.41050346137904E12,,0.0625929732871217,56.0575858250277,223.04898825643699,10.510242085661199,14.944571208700099,83.1833333333333,22.8608333333333,15.7946300300897,38.655463363423,20.6281096230913,,27.861593717577897,,87.0,71.6,78.0,1.15,331.17900174,4.611321841901651,2.38694357809835,14.70235741,70.5974390243903,3652.0,25.57,273218.0,0.08525,46.12,0.91,26.17,,,,,,,,,,33400.0,1.16688107150163,,,,,,,,,,34.2999992370605,15.3000001907349,50.2999992370605,,26.2999992370605,57.0,49.5,,,,,,,,,10.6999998092651,Paraguay,71.5,1148.229882
ROM,2001,,2.84157632395595,1.157E9,,,,1.17E8,,,,,,,,,,,,,2.7209E8,1.12E8,38.1275642136135,5.45232E8,3.94558E8,2.49171E8,0.0,0.0,1.1581E7,4215000.0,1.481201E9,0.6514999999999991,4.365039E9,6.901458E9,9.91481E8,31.6111523182478,5.675957194421951,7.16092795678168,10475.926905738599,6507.80167109781,104.28025054931601,,,95.8266830444335,99.56066131591801,3.1604199409484903,2.0715000629425,66.00144195556639,94.3203125,,,23.9116992950439,3.2509400844573997,,11.0,60312.0,7.0,18.0755405426025,13.1350698471069,171206.0,,84.46881103515629,90.4405517578125,4.0,8.0,96628.0,1090172.0,97.2854537963867,0.0786100029945374,80.4346618652344,29.0030002593994,1656337.0,592465.0,164221.0,175.243837370611,5247.478102295529,3005.242,,91.45,88.46,1935882.0,16.5499762378807,8.746993602467379,1.0434781E7,47.148,1.1697189E7,52.852,-1.68260799572644,,,4.32279774462011,,,,,,,,,7.3551922123245195,6.406915430097129,2066.78393292599,12.649909033527601,37.1644451045186,10.1102736420005,0.0,13.3946071847062,,,,,2.2097580754156003,64.420356101171,40.7949153280223,,,27.734970179791897,229710.0,,,,,,12.1,3.3,2.82090170307419,,12.8147538351284,8.58494065607908,1.31008742810616E10,2.70919865424011,0.6281676546051961,43.00860256048411,51.0354625713114,34.4677673179367,37.8780019178261,81.6243197973353,26.8666666666667,18.533333333333303,45.4,5.455546191231379,3.2166666666667,51.4859140622492,,99.0,74.1,74.0,,279.87318735,0.825340005125713,3.54562010487429,9.79124669,71.1609756097561,5986.0,10.0,4116000.0,0.38945,23.24,3.41,22.96,,,,,,,,,,178900.0,2.4207451879196,,,,,,,,,,38.0,28.7999992370605,33.0999984741211,6791.0,16.0,46.0999984741211,39.5999984741211,32.9000015258789,56.4000015258789,9.10000038146973,,49.5,20.2000007629395,73.6999969482422,5.400000095367429,6.599999904632571,Romania,78.0,1839.72945
SGP,2000,,17.201065279387098,1.64844573260452E10,,,,,,,,,,,,,,,,,-680000.000000001,8210000.0,,,,,,,,,,,,,,,7.0196367592859605,5.1810213855819,45527.1977953772,40949.5455569338,,,,,,,,,,21.7903995513916,27.162410736084,20.0676803588867,3.32136011123657,,12.0,,6.0,,,,92.5494003295898,,,6.0,4.0,,,,,,,,,,,32877.1527903378,,,70.15,72.04,3918189.0,97.2762233421882,97.2762233421882,0.0,0.0,4027900.0,100.0,1.73294597901528,1.4432745770732298,0.674247090748664,12.1665850691427,13.653842311851198,100.0,100.0,99.0,100.0,100.0,,,0.0,1.0821906742563498,7575.411504754341,3.6380862150639506,0.0,0.0,0.7737249328912049,0.325118897494469,,,,,,1.7910447761194,1.4925373134328401,,,24.402985074626898,670.0,8.058207,12.05026,,,,10.0,3.4,,,,,,159.47003913019,99.28957030632921,85.25939338940358,90.09630328445459,1.36162392448453,3.73920309182223,97.7433145276211,1.7116666666666698,4.12166666666666,5.83333333333333,2.01864886089161,3.62,,,98.0,99.7,85.0,,1136.50068706,1.48792847081278,1.21778719918722,7.08328213,77.9512195121951,132.0,11.8,1946000.0,1.82155,,,,,,,,,,,,,168500.0,4.51888629365982,11.0635845917235,84.0527376909375,1.3887E11,15.756181087135301,,,,,,,,,39141.0,,,,,,,33.5610615953723,,,,,3.70000004768372,Singapore,78.3,23792.677
SLV,2015,,,,,,,,,,,,,,,,,,,,,,,,12000.0,2.01082E8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7225835255689,2.4024796863577103,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,1509.0,,,,,,,,,,,,1.4,5.0,312.0,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Salvador,73.5,4127.11775
TCD,2015,,,,,,,,,,,,,,,,,,,,,,,,7000.0,8.0155E7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,,,,,,,,51335.0,,,,,,,,,,,,3.8,6.0,732.0,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chad,53.1,777.248751
AUT,2007,1.0177102307E10,17.824754572421398,6.88853596363474E10,20.4581784498919,1.543922991E8,1.6910232391E10,,2.525116397E9,3.81691743455928,1.8760574088E10,1.5684E11,1.51506E11,2.39710630123E11,8.12259697216643,8.05939780725269,25.392421698788198,30.274866427458896,34.069929100981,25.7258215786927,,,,,,,,,,,,,,,,,3.1340693380887403,2.80030506054236,35668.7220412738,39238.3031978469,103.64584350585899,,,97.368896484375,99.7054290771484,0.0,0.0,71.87705993652341,97.5301666259766,18.0300693511963,46.2844314575195,27.7535095214844,5.1766300201416,22.2969608306885,10.0,29274.0,6.0,11.862030029296902,10.8463497161865,71710.0,,100.63282012939501,102.500343322754,4.0,8.0,,347249.0,101.586776733398,5.20894002914429,99.46533203125,50.9028816223145,476624.0,301168.0,,,26847.665620000298,5865.662,110.249088081847,101.44,102.11,1668084.0,30.543526544979702,20.1083311926111,2834153.0,34.165,5461334.0,65.835,0.333257281837185,,,8.405092793226,,,,,,,,,10.489477624527,15.0942161232783,8185.53509878323,5.54686002683192,12.2133137417747,0.0,9.956557848335779,29.0550568426897,,,,,1.36045166995442,39.165637336821,16.6656978856354,,,46.6782920390419,82578.0,,,,12.879654699951502,,6.48449855674947,2.242,,,,,,61.183313015184005,35.745493653888396,94.6791724310359,95.42311786612709,2.16859905342352,2.25198804572054,101.307489104258,,,,,,,,85.0,100.0,89.0,,3910.60545767,2.48208729545145,7.77959578310183,16.00658416,80.1804878048781,305.0,9.2,3407000.0,2.4324,23.85,3.05,,,,,3622.0,,,3.0,170.0,51.1,35000.0,0.905658928585406,-1.07796115069933,59.008752743212206,1.6660939E11,37.4575765677761,,,,,,4.90000009536743,27.600000381469698,67.5,49108.0,17.2000007629395,13.6999998092651,59.4000015258789,18.2999992370605,64.099998474121,17.5,,27.2000007629395,36.0999984741211,54.0999984741211,9.80000019073486,4.90000009536743,Austria,81.0,46586.6525
CHN,2001,,3.32081121588386,4.4241E10,,,,2.1489E10,,,,,,,,,,,,,3.3177E8,5.1309E8,119.557799717348,8.064E9,1.556475E9,1.181865E9,0.0,0.0,0.0,0.0,3.8410938E10,0.363799999999998,3.6744E10,9.0717312E10,5.63E10,14.017486633063099,8.05166127782798,7.26963860057641,8495.97916004246,3205.9274723278804,89.8888778686523,,,,,,,,,,,,,,12.0,5860316.0,7.0,22.2057209014893,18.922899246215803,4572065.0,,,,5.0,6.0,,1.30132544E8,105.29180908203101,,58.1403388977051,9.833350181579581,,,,,449.11994680460197,4800.278,,84.76,85.26,1.4567277E7,3.0878096789582403,16.060836576640302,8.00082679E8,62.907,4.71767321E8,37.093,4.05956575767596,,,2.74212081298895,,,,,,,,,2.63960407163651,17.1431740223099,1077.04682155915,6.975449215770709,76.35054961520859,1.17927998585296,0.21720026296215802,29.2734076134381,,,,,,55.3795417237072,12.364651841880601,,,19.195256537713,9388214.2,,,,,,4.1,29.8,,,,,,,,,102.04920298684999,,2.04920298685009,95.4024616871807,2.25,3.6,5.85,3.72447496100451,,,,86.0,60.0,35.0,0.084,141.76821959,2.95301475496468,1.63038057503532,9.33916627,72.6197804878049,457841.0,13.38,1.80368E8,0.94539,,,,,,,,,,,,,3810000.0,2.05766909342852,,,,,,,,,,45.2000007629395,17.2999992370605,12.6999998092651,5100.0,,,,,,,,,,,,3.5999999046325697,China,72.2,153.1824
EST,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6348607693168,1.16831881042875,,,,,,,,,,,,,,,,,,,,,97.2,,,,,,,,28.0,,,,,,,,,,,,2.0,3.0,81.0,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estonia,77.6,1774.9291
MRT,2008,,8.50326483669176,3.427706619984E8,,,,0.0,,,,,,,,,,,,,2.0983E8,4.567E7,9.927099317610821,0.0,6496000.0,2.4568E7,0.0,2.817E7,1.34799E8,1.34799E8,2.81129E8,44.2133,0.0,1.668916E9,3.00799E8,49.87563634666861,,,191552.20978328897,3231.4538787740503,110.29871368408199,34.8168296813965,81.8775634765625,81.2377700805664,39.3053398132324,,11.9490699768066,,,42.6368408203125,25.591489791870103,16.7199306488037,3.99390006065369,12.3050804138184,12.0,12724.0,6.0,37.2279205322266,,,,,,6.0,7.0,151072.0,473688.0,90.76220703125,9.68653964996338,18.8066005706787,3.80493998527527,95497.0,,,,1029.97814750512,768.608,,101.41,99.27,749904.0,39.7121296369847,,1526202.0,44.697,1888350.0,55.303,3.8529300792170798,,,0.567036612709369,,,,,,,,,,,,,,,,35.79535782809079,,,,,,38.4796740079558,0.38808576695449704,,,0.24449403318133303,1030700.0,,,30.848122770289198,4.05525444821603,34.5161498730231,,,,,,,,,,92.0437276337074,146.806361426452,7.34663541249787,9.43962206881166,,8.0,12.333333333333302,20.3333333333333,9.95408341018582,9.2429841157575,,,74.0,33.2,52.0,,90.29967408,2.13956699362873,1.5480977063712702,4.96437118,61.4177317073171,8578.0,35.781,76354.0,,27.86,2.46,32.48,,,,,,,4.0,696.0,85.8,21000.0,3.0593338533590098,,,,,,,,,,,,,,,,,,,,,,,,,31.2000007629395,Mauritania,61.4,1167.535689
MUS,2002,,0.672772740796095,3.2073116084795397E7,,,,9826268.1616,,,,,,,,,,,,,1.846E7,1.765E7,134.08826282985,2.7535E7,8.2923E7,3.4548E7,0.0,0.0,0.0,0.0,6.3807E7,14.579,7.9022E7,8.30689E8,0.0,19.477274869621603,2.09823309622981,1.39188091191293,153603.006679765,9640.13484018072,96.77123260498051,,98.5567626953125,98.3886032104492,81.6505432128906,4.6514401435852095,12.41685962677,,,30.527999877929698,38.302219390869105,15.550860404968299,3.11292004585266,8.58436965942383,11.0,5256.0,5.0,25.196350097656303,18.838020324707,5933.0,,74.5570602416992,99.7671127319335,6.0,7.0,7148.0,132432.0,102.859008789063,24.197320938110398,81.1309509277344,15.8449201583862,99687.0,12079.0,,,5074.63129229151,7763.158,318.37078651685397,95.13,90.6,,,,695669.0,57.75,508952.0,42.25,0.19844729910784098,,,2.3957153328723297,,,,,,,,,0.7031287136243071,23.8761443904665,1473.49249265952,8.974358974358971,25.9487179487179,0.0,23.1794871794872,6.42184214364885,,,,9.282674817976119,21.0,49.2610837438424,43.8423645320197,,,19.911330049261103,2030.0,,,,,,,8.6,14.5081204789624,6.860771080978759,74.11245371528841,58.5911570244101,4.3433574042296E10,,,63.8103468960445,77.19575561732921,6.460504780773929,5.85383086278573,,9.875,11.125,21.0,14.308569669856999,10.6525,6.61077205904708,,88.0,91.6,48.0,,411.08015815,2.05544665359437,2.1805516664056297,9.341391,71.9658536585366,252.0,16.6,317792.0,0.37377,,,,,,,,,,,,,2000.0,0.199316796249624,,,,,,,,,,10.1000003814697,38.0,51.9000015258789,,,,,,,,,,,,,7.199999809265139,Mauritius,71.5,3957.51296
NER,2001,,1.17692845989702,2.28951137465925E7,,,,-3014848.4407,,,,,,,,,,,,,1.5642E8,4.938E7,6.77080038785365,6358000.0,0.0,1.1804E7,0.0,0.0,2.6612E7,2.6612E7,-8.9794E7,18.7993,6.1642E7,1.417711E9,3.1862E7,83.08375474899641,,,136451.019230895,637.72781764914,48.002838134765604,31.653980255127,71.0480499267578,65.0423583984375,58.717418670654205,10.2289304733276,21.1689300537109,,,,,,2.8672499656677206,,13.0,15668.0,7.0,41.9063682556152,23.5417308807373,4589.0,14.3760375976563,5.202579975128169,20.158540725708,6.0,7.0,1220711.0,656589.0,36.735748291015604,4.43503999710083,6.91139984130859,,102145.0,5888.0,,,,401.004,,84.21,85.51,727436.0,38.4032554043809,6.24821126532643,9748104.0,83.73,1894204.0,16.27,4.1721435289684905,,,0.0651991855910357,,,,,,,,,,,,,,,,93.4978850122431,,,,,,29.999210547090897,11.028657140601599,,,1.0386042472566501,1266700.0,,,,,,,,,,,,,,,81.1192880784906,89.7643017610818,4.00551428352678,3.98406431199724,,3.5,,,,,,,36.0,6.8,25.0,,41.35619788,4.84742592833586,1.83510420166414,10.10465459,51.3720243902439,57579.0,52.913,21669.0,,,,,,,,,,,,,,10700.0,1.2762974053295901,,,,,,,,,,,,,1448.0,,,53.9000015258789,10.3999996185303,0.5,0.400000005960464,,,,,,1.5,Niger,56.0,165.257247
NGA,2011,-8.025110602E9,2.14723652188445,8.84111328694787E9,0.198386027841668,,5.404111853E9,2.30723063093289E10,3.058793827E8,3.0489969900729705,1.3529629044E10,9.6368878283E10,6.1652819374E10,1.09908122263E11,0.520419410059005,4.15584922425739,46.8743081979566,32.852067419597894,18.402149351638602,26.854519800461603,8.5678E8,2.7048E8,208.216418341784,1.52E8,0.0,1.71866E8,0.0,0.0,2000.0,2000.0,1.996478E9,6.485700000000009,8.953532E9,5.890642E9,2000.0,4.4798374539473,4.9658415174872195,2.18039838829927,355255.01761246397,5230.59885375807,,,,,,,,,,,,,,,12.0,,6.0,,,,,,,6.0,6.0,,,,,,,,,,,4178.1295429706,1337.903,6.56129411764706,97.81,118.96,1.1212677E7,15.4334163446473,14.938141334697699,9.1118725E7,55.638,7.2651944E7,44.362,4.69772953663528,,,0.537497560078966,28.6993017067385,99.967907633766,,,,,,,0.39860059863595704,80.61573455178251,149.312451059231,9.54723681290227,0.0,0.0,0.0,86.16954661791071,,,,,,77.956015239852,37.3310495514784,4.0,,9.47703591466561,910770.0,,,27.2143040824012,6.35470036950001,500.35632139368795,10.617820939735802,5.77162860434222,1.1765716032927098,-5.188756684114741,22.1494914309679,12.464927189951501,6.64373939028926E12,9.47880449875792,,110.840792594293,109.51009631139799,10.840792594293001,9.510096311397518,100.313335944466,5.69916666666667,10.3175,16.016666666666698,5.94152555282886,6.31583333333337,17.0353234674234,44.6,48.0,30.2,16.0,,193.13734333,2.55036099194252,1.15161124805748,17.96992994,51.7378048780488,506889.0,40.811,719406.0,,,,,,,,72396.0,,,,,,162000.0,0.579227051399208,-1.8186138839823898,10.2327048226561,6.5196E12,5.9543242354915,,,,,,,,,6116.0,,,,,,,,,,,,23.899999618530302,Nigeria,52.3,2527.9423
PAK,2001,,0.5296658592788901,3.83E8,,,,4.7E8,,,,,,,,,,,,,8.7734E8,8.623E7,13.216877233252802,4.611E8,4.51012E8,8.0956E8,0.0,0.0,0.0,0.0,-1.038875E9,3.4256,2.1959913467E9,2.63844360478E10,1.3138E9,44.71483340075579,1.9487661081666399,-0.23882106784760998,43777.650212489396,2833.04336556872,,,,,,,,,,,,,,,10.0,408871.0,5.0,34.7419013977051,,,,,,5.0,7.0,,1.4204954E7,71.2103729248047,,,,,,,,1022.4635740082001,2230.892,,86.63,87.92,1.0377706E7,21.96191017993,18.395021896514198,9.4028874E7,66.554,4.7253203E7,33.446,3.04299274022067,,,0.7664301466915721,,,,,,,,,3.41970903343899,37.653195267651206,379.04312519414594,26.0637857241475,0.39348336324727295,3.16305398315615,0.0,50.773466018559,,,,,48.1986368062317,47.960772104607706,40.6029472810295,,,2.68939393939394,770880.0,,,,,,4.6,23.4,13.986241390179698,,38.0854719370394,21.7755024914053,1.2094803553200699E11,6.78110593835016,,44.407909063194104,68.065882052887,3.1482614459061598,7.89115522715281,93.7808333333333,,,,,,19.0585093271733,,65.0,38.7,5.3,0.039,77.08635208,2.23011101978007,0.594423330219927,3.41703259,63.013707317073205,377121.0,31.311,3252000.0,0.1667,26.37,4.06,69.92,,,,,,,,,,908000.0,4.1806486799008,-3.7481415710165096,,,16.254457082197,,,,,,48.4000015258789,18.0,33.5,7123.0,,64.40000152587889,,,,,,,15.1000003814697,13.0,20.6000003814697,,Pakistan,63.0,51.6568157
QAT,2012,1.444230769E9,0.208040077672145,3.95879120879119E8,0.9670037752705171,-3.506868132E9,5.4368447802E10,,1.6079491579E10,32.5819732285193,8.8182600733E10,1.32954E11,3.0787179487E10,7.3336355311E10,6.2103718471222304,4.241602408679951,47.0803222827841,41.3599328902881,28.7953041496938,23.627023982112004,,,,,,,,,,,,,,,,,6.5273746100887795,0.703901667634298,348611.149698555,135359.457965316,,,98.6966094970703,97.7395782470703,99.70018768310551,,,,,,,,,,12.0,10566.0,6.0,9.59908962249756,9.72793960571289,7899.0,96.67859649658199,,,6.0,6.0,,101424.0,,57.7782402038574,,12.145469665527301,76323.0,518.0,,,14186.3966936853,6076.433,11657.2700296736,135.31,154.93,607600.0,30.4656236352268,,21245.0,1.054,1994379.0,98.946,5.7572693144374405,,,,,,97.69783,92.8546,97.7521625985543,99.99000000025259,100.0,99.9898878176861,0.0,0.0,16183.0777962557,6.23221318308564,0.0,0.0,0.0,,,,,,,5.72954349698536,1.1610680447889699,,,0.0,11610.0,,,226.87241909278998,13.215923673340301,623.22134433465,,1.7,14.850569908540301,3.13852369522083,78.35745876374241,36.4498291357169,2.4676104122992E10,,,103.818746004272,98.5748624174398,1.8665850673190099,6.850089648380161,,1.66721005660568,3.7138944936990694,5.38110455030475,-1.3748094202911,,6.53407715059752,,92.0,98.0,110.0,,2851.30505163,0.35411113865965205,1.80808005134035,5.83442378,78.22765853658541,170.0,11.989,394407.0,0.47076,,,,,,,3053.0,,,7.0,48.0,11.3,11800.0,,,,,,,,,,,1.39999997615814,51.7999992370605,46.9000015258789,16898.0,,,,,,,,30.100000381469698,25.7999992370605,34.7000007629395,39.5,0.5,Qatar,77.8,88564.82298
